longitude,latitude,pa,sst,cuv,ph
146.9961,-43.5252,0.6,16.043970606554296,0.16595882033671308,7.984382963913422
145.5405,-40.8901,14.0,16.548179899863587,0.05715104299624165,7.9728672887392324
145.5364,-40.8905,0.8,16.548179899863587,0.05715104299624165,7.9728672887392324
146.642,-41.0989,5.0,16.60538999108743,0.08630709166611063,7.97132142917514
147.8383,-40.3005,5.7,17.118674177921335,0.02767977873009325,7.965735394762856
147.8947,-40.2968,0.0,17.18008874375588,0.027889545344271564,7.964871312803193
146.7905,-41.0655,0.9,16.67472012729777,0.10945986023477614,7.971868804780562
146.8414,-41.0343,0.0,16.67105716764271,0.12711980705270315,7.971961653186753
145.917,-43.3634,1.8,16.016950086953504,0.130144520296475,7.968096550324649
148.3161,-41.2464,27.5,17.20509329078597,0.02192943097516464,7.973822310955807
148.3098,-41.8801,19.08,17.0728973653631,0.03548091786173748,7.977687227129609
145.6194,-40.9245,24.7,16.54021083155327,0.07531232445528281,7.971921616002413
145.9667,-43.3336,28.45,15.903088250696772,0.11044059256181873,7.968809478604079
145.2002,-42.1995,30.5,16.130078796589373,0.014484790192902507,7.97461920544442
145.7134,-43.1135,3.1,16.037178256810837,0.10020701747656661,7.972188955324817
148.273,-42.2571,23.9,16.740357740653582,0.07442633293331984,7.984607849797542
147.3718,-43.0883,46.6,15.991878363583421,0.043723474394482945,7.990439028256174
148.1364,-42.6635,24.8,16.731353152990952,0.07855618465538977,7.982119648203968
148.3085,-41.9652,1.0,17.05598171058606,0.03706361155114979,7.977754680078898
147.1269,-43.2757,55.4,15.955712965901794,0.07082807717366885,7.984090650087879
148.458,-40.4413,0.0,17.4557200724214,0.05951920236301029,7.973617663112789
148.458,-40.4128,0.0,17.4557200724214,0.05951920236301029,7.973617663112789
148.0032,-42.5066,9.3,16.594888112253383,0.00666281732733515,7.991392158580079
148.3183,-41.9264,16.7,17.05517752817617,0.03500520441112195,7.977300560828397
147.9383,-40.7625,0.0,17.00171365688927,0.10622629864426628,7.970532376832247
147.4254,-43.2535,17.3,16.104904117337142,0.11561788620313833,7.9857282602407835
145.1669,-42.1953,18.2,16.210509878050704,0.01990622496709301,7.9735125259412625
145.1696,-42.1964,22.7,16.210509878050704,0.01990622496709301,7.9735125259412625
145.1848,-42.1954,45.6,16.210509878050704,0.01990622496709301,7.9735125259412625
147.3325,-43.0591,12.763636363636362,15.970916260080383,0.041206783450569676,7.9894582583150004
147.1434,-43.2729,10.44,15.955712965901794,0.07082807717366885,7.984090650087879
147.356,-42.9521,38.0,15.957605911429427,0.0724576801570708,7.991909933971462
146.3774,-43.5915,47.9,16.0064464380946,0.16229102873113646,7.9748961260452775
