longitude,latitude,pa,sst,cuv,ph
146.9961,-43.5252,0.6,14.097914650860345,0.1746635575186578,8.108209406225626
145.5405,-40.8901,14.0,15.075541778987782,0.06495007905686058,8.10512982269842
145.5364,-40.8905,0.8,15.075541778987782,0.06495007905686058,8.10512982269842
146.642,-41.0989,5.0,14.984770766221118,0.09502393429951646,8.101351978637732
147.8383,-40.3005,5.7,15.314686421431066,0.03652945185874837,8.095230558722433
147.8947,-40.2968,0.0,15.365837581263898,0.031928364648545864,8.094490553467542
146.7905,-41.0655,0.9,15.010948925468123,0.11965983051632294,8.101287351704716
146.8414,-41.0343,0.0,15.002044227625477,0.13690518453234138,8.101309422858964
145.917,-43.3634,1.8,14.264002637950654,0.1377736391238701,8.097557169229576
148.3161,-41.2464,27.5,15.060278570855534,0.05426511679618109,8.100275975411439
148.3098,-41.8801,19.08,14.850789187473234,0.06745548785140995,8.10306524797497
145.6194,-40.9245,24.7,15.059698596171794,0.08351874298889939,8.104243120743808
145.9667,-43.3336,28.45,14.152124527239607,0.11728386351614145,8.09806637675882
145.2002,-42.1995,30.5,14.624730127022845,0.02033803095897868,8.104750662984063
145.7134,-43.1135,3.1,14.335595646547189,0.10838161065445583,8.100538740517035
148.273,-42.2571,23.9,14.597938917959603,0.08050119335485321,8.107640242185072
147.3718,-43.0883,46.6,14.00662165634622,0.06336799581917944,8.110297985600372
148.1364,-42.6635,24.8,14.529136159976488,0.11651293730787438,8.106898113229278
148.3085,-41.9652,1.0,14.829308281435896,0.0682202731557727,8.103441905765683
147.1269,-43.2757,55.4,13.990987232051628,0.08673682767073822,8.107652860960819
148.458,-40.4413,0.0,15.443035745464416,0.07605658701828387,8.099121491535428
148.458,-40.4128,0.0,15.443035745464416,0.07605658701828387,8.099121491535428
148.0032,-42.5066,9.3,14.432974957229135,0.031073283845395396,8.112992428091324
148.3183,-41.9264,16.7,14.837956723927821,0.06559123545871012,8.103129234392444
147.9383,-40.7625,0.0,15.156555327015337,0.1066982548537672,8.098749954627477
147.4254,-43.2535,17.3,14.126944172081494,0.1357153981244862,8.108104963291645
145.1669,-42.1953,18.2,14.693445614530695,0.023628323316246178,8.103836952606645
145.1696,-42.1964,22.7,14.693445614530695,0.023628323316246178,8.103836952606645
145.1848,-42.1954,45.6,14.693445614530695,0.023628323316246178,8.103836952606645
147.3325,-43.0591,12.763636363636362,13.986044361060836,0.059076099025239866,8.109909494046441
147.1434,-43.2729,10.44,13.990987232051628,0.08673682767073822,8.107652860960819
147.356,-42.9521,38.0,13.964274042537282,0.08614950775208394,8.110995903500406
146.3774,-43.5915,47.9,14.144473098007342,0.16861148824258915,8.102716808720434
147.3571,-43.0627,47.98787909090909,14.00662165634622,0.06336799581917944,8.110297985600372
148.3477,-40.9891,1.7,15.16369808958154,0.05201902755473517,8.099717781275961
148.3461,-40.9945,16.2,15.16369808958154,0.05201902755473517,8.099717781275961
148.2907,-42.1419,2.9,14.672100361599897,0.01470319333129198,8.105986064664622
148.2619,-42.1683,0.6,14.622472121034892,0.010305846327837891,8.107107775924884
147.9606,-43.1306,32.05,14.324154491698947,0.17361509744181894,8.104029216544694
148.1076,-42.5832,46.4,14.546904489939454,0.08897014560245695,8.10851331876755
148.3043,-42.0561,19.1,14.821096180087878,0.055533977479493804,8.104667725247726
147.2914,-43.1937,0.0,14.019839575885538,0.1327570908658483,8.108538292941
144.6497,-40.8989,5.9,15.01097404426655,0.06412093841031197,8.106415748596191
148.0048,-42.4388,2.2,14.46877199881678,0.029259977043170477,8.11182424489505
148.3163,-41.9033,21.52,14.837956723927821,0.06559123545871012,8.103129234392444
146.4259,-41.1427,1.2,14.969180708812397,0.07829010203798224,8.101644237896052
147.1418,-43.2938,19.81,13.990987232051628,0.08673682767073822,8.107652860960819
148.1618,-42.412,60.2,14.566777683670734,0.06647959443947071,8.107576852137663
145.9028,-43.3025,12.52,14.263757410024928,0.12270720315960569,8.098711993799435
145.9029,-43.3006,4.08,14.263757410024928,0.12270720315960569,8.098711993799435
145.8966,-43.3122,11.833333333333334,14.304067856015893,0.1395175537027823,8.098608779002241
147.4164,-43.0585,44.9,14.029260323643534,0.051403234855194,8.11075758609018
148.3175,-41.5816,1.9,14.962204134268246,0.0656217719842132,8.101489205471271
145.9668,-43.3066,6.8,14.152124527239607,0.11728386351614145,8.09806637675882
148.069,-42.1899,1.3,14.60380150101876,0.03951217664845638,8.107446086892397
147.9804,-42.6435,8.9,14.381900487285797,0.04283110955994838,8.109775983605685
147.9736,-42.8835,10.8,14.37176944525876,0.0869506102165565,8.106828464865803
147.1793,-43.3542,21.1,14.039801116862654,0.10952525074183968,8.107048963972087
147.6283,-40.8225,1.8,15.093076851543852,0.11494362384914861,8.099745835791502
146.7843,-41.056,3.1,15.010948925468123,0.11965983051632294,8.101287351704716
146.79,-41.0544,1.1,15.010948925468123,0.11965983051632294,8.101287351704716
146.2834,-43.6445,18.5,14.17609245115951,0.12750213798027774,8.099897014222389
145.9862,-43.3227,8.299999999999999,14.152124527239607,0.11728386351614145,8.09806637675882
145.983,-43.3219,8.5,14.152124527239607,0.11728386351614145,8.09806637675882
145.9724,-43.4165,9.66,14.20170407994221,0.13967470281265598,8.097435500904675
145.9696,-43.4218,34.13333333333333,14.20170407994221,0.13967470281265598,8.097435500904675
146.1485,-43.5205,2.9,14.19605940427052,0.1779733354200178,8.09937530595773
145.9332,-43.3694,7.7,14.264002637950654,0.1377736391238701,8.097557169229576
145.9332,-43.3694,3.6,14.264002637950654,0.1377736391238701,8.097557169229576
147.5937,-40.8472,0.0,15.068305382541912,0.13445511550336006,8.100173384283437
147.5943,-40.8485,0.3,15.068305382541912,0.13445511550336006,8.100173384283437
148.1243,-42.5905,78.7,14.546904489939454,0.08897014560245695,8.10851331876755
148.3136,-41.8695,22.32,14.850789187473234,0.06745548785140995,8.10306524797497
148.2885,-42.2933,72.6,14.597938917959603,0.08050119335485321,8.107640242185072
145.9265,-43.299,35.65,14.249643889919907,0.1286017763768372,8.099382138165764
145.3084,-40.7665,51.0,15.093042313514347,0.07191132425066277,8.105918508985505
147.9693,-42.524,6.507692307692308,14.414215283646449,0.031969664445731745,8.113082879005042
147.4014,-43.1285,69.3,14.060334369283021,0.0723946013213556,8.109828766582487
147.3981,-42.9917,9.1,13.964274042537282,0.08614950775208394,8.110995903500406
145.8759,-43.316,17.0,14.304067856015893,0.1395175537027823,8.098608779002241
145.8737,-43.3181,14.275,14.304067856015893,0.1395175537027823,8.098608779002241
148.0463,-42.6025,21.892307692307693,14.388178524681077,0.04294062427601729,8.10939518377745
148.3423,-40.4895,17.0,15.371929113780357,0.058491368550165165,8.098405727324382
147.3421,-43.0534,63.37272727272728,13.986044361060836,0.059076099025239866,8.109909494046441
147.9481,-42.5531,13.323076923076922,14.364696369174418,0.038379039540152725,8.110996265277768
148.007,-42.6608,5.407692307692307,14.398901141701472,0.05557532461460547,8.10800387013364
148.2607,-42.1793,0.0,14.622472121034892,0.010305846327837891,8.107107775924884
148.0243,-42.629,23.558333333333334,14.388178524681077,0.04294062427601729,8.10939518377745
147.2818,-43.145,0.0,14.010392868655043,0.10637728239222514,8.108863072350223
145.5164,-40.8585,4.7,15.075541778987782,0.06495007905686058,8.10512982269842
145.8504,-43.3095,2.4,14.304067856015893,0.1395175537027823,8.098608779002241
145.995,-43.3306,0.16,14.152124527239607,0.11728386351614145,8.09806637675882
148.2351,-42.3112,35.4,14.606250321226964,0.07962000737055977,8.107404951301312
148.2529,-42.292,14.6,14.597938917959603,0.08050119335485321,8.107640242185072
148.2764,-42.2952,27.8,14.597938917959603,0.08050119335485321,8.107640242185072
145.8428,-43.3093,10.016666666666667,14.348420575875664,0.1529567492731758,8.098981460945813
145.8424,-43.3098,5.75,14.348420575875664,0.1529567492731758,8.098981460945813
145.8467,-43.3042,8.433333333333334,14.348420575875664,0.1529567492731758,8.098981460945813
146.6668,-43.6004,19.4,14.076265996313703,0.17741932775432703,8.101985921128744
148.318,-41.249,64.3,15.060278570855534,0.05426511679618109,8.100275975411439
148.3311,-41.2484,51.7,15.060278570855534,0.05426511679618109,8.100275975411439
145.1946,-42.3099,0.2,14.724229132528695,0.07018245025991304,8.104491744351368
148.2294,-40.4645,0.0,15.38106301618887,0.07121600138525432,8.097583790483998
146.7848,-43.607,22.2,14.107283335077716,0.16874285441521694,8.101790151846007
145.1886,-42.214,1.5,14.717110182266055,0.047878523876996475,8.103658110051956
145.9882,-43.3294,21.525,14.152124527239607,0.11728386351614145,8.09806637675882
148.3143,-41.8745,16.883333333333333,14.850789187473234,0.06745548785140995,8.10306524797497
145.9172,-43.3033,16.808333333333334,14.263757410024928,0.12270720315960569,8.098711993799435
148.3112,-41.8955,15.8,14.850789187473234,0.06745548785140995,8.10306524797497
148.2648,-42.1563,14.8,14.622472121034892,0.010305846327837891,8.107107775924884
